Team,PredictedGold2028,PredictedTotal2028,Gold_lower95,Gold_upper95,Total_lower95,Total_upper95,ActualGold2024,ActualTotal2024,DeltaGold,DeltaTotal
SMR,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
ISL,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
ISV,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
MDV,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
GUY,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
GAB,0.010433531764507063,0.04623412372979179,-6.989566468235493,7.010433531764507,-14.953765876270209,15.046234123729791,0.0,0.0,0.010433531764507063,0.04623412372979179
OMA,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
BOL,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
IVB,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
LAO,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
BAR,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
TLS,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
NAM,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
VIN,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
YEM,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
MHL,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
SLE,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
HON,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
COM,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
TGA,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
CAY,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
SUD,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
CGO,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
CAF,0.010385922985029623,0.03575022866572401,-6.98961407701497,7.01038592298503,-14.964249771334275,15.035750228665725,0.0,0.0,0.010385922985029623,0.03575022866572401
LES,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
SKN,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
SEY,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
FSM,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
STP,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
MAW,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
PLW,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
GEQ,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
KIR,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
BHU,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
SWZ,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
CAM,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
BRU,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
CHA,0.008687756369236563,0.02241246325213181,-6.991312243630763,7.008687756369237,-14.977587536747869,15.022412463252131,0.0,0.0,0.008687756369236563,0.02241246325213181
